ID,LIMIT_BAL$,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1$,BILL_AMT2$,BILL_AMT3$,BILL_AMT4$,BILL_AMT5$,BILL_AMT6$,PAY_AMT1$,PAY_AMT2$,PAY_AMT3$,PAY_AMT4$,PAY_AMT5$,PAY_AMT6$,def_pay
18660,1600,2,2,1,22,0,0,2,0,0,0,817.952,862.432,850.24,898.72,864.288,900.544,68.288,32,64.032,29.12,48.32,16,0
18661,4800,2,1,2,25,0,0,0,2,0,0,2522.336,2576.448,2787.072,2713.792,2746.304,2800.128,96,252.8,0,105.6,102.4,105.6,0
18662,6400,2,1,2,27,-2,-2,-2,-2,-2,-2,0,4.064,4.256,12.352,12.576,9.152,4.064,4.256,12.352,12.8,9.152,16,0
18663,640,2,2,1,27,0,0,0,-1,0,0,510.048,549.472,576.16,58.304,42.112,42.112,48,38.4,64,0,0,0,0
18664,5120,2,1,2,27,0,0,0,0,0,0,865.856,901.536,677.088,640.576,504.352,404.576,101.536,46.688,64.576,56.352,52.576,16.096,0
18665,2560,2,2,2,28,0,0,0,0,0,0,2550.016,2501.28,2194.528,1609.984,1416.864,1423.616,89.6,76.736,64,64,54.4,64.16,0
18666,960,2,2,2,22,0,0,0,0,0,0,917.792,891.584,875.68,897.216,915.424,935.488,59.2,54.4,41.6,25.6,27.52,28.256,0
18667,1600,2,1,2,23,-1,-1,-2,-2,-2,-2,74.624,0,0,0,0,0,0,0,0,0,0,0,0
18668,9920,2,2,1,25,0,0,0,0,0,0,6136.544,5934.24,6024.16,5996.288,5895.104,5873.408,211.584,266.272,224.704,192.672,192.16,193.344,0
18669,1600,2,2,2,26,0,0,0,0,0,0,257.792,191.904,179.264,207.296,174.496,72.352,48,48,32.352,32,32,32,1
18670,6400,2,2,2,26,-1,-1,-1,-1,-1,0,1340.992,575.008,953.248,375.68,864.128,129.248,578.848,967.136,1367.968,867.968,0.704,1883.808,0
18671,640,2,2,2,22,0,0,0,0,0,0,495.968,528.16,1123.52,623.84,608.608,580.288,40.64,42.24,72.32,25.088,32,64,1
18672,960,2,3,1,22,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
18673,640,2,1,2,23,-1,-1,-1,-1,-1,-1,37.568,41.056,0,83.712,19.2,0,41.056,0,83.712,19.2,24.96,44.736,1
18674,1600,2,2,2,22,0,0,0,0,0,0,913.408,917.792,745.792,521.024,302.432,301.056,46.4,44.8,41.6,12.8,12.8,12.8,0
18675,7360,2,2,2,28,0,0,-1,-1,-1,-2,795.744,781.984,124.8,27.84,0,0,137.6,124.8,27.84,0,0,0,0
18676,4160,2,1,2,29,-1,-1,-1,-1,-1,-1,13.76,13.76,7.36,20.16,13.76,473.664,13.76,7.36,26.56,13.76,473.664,13.76,0
18677,16000,2,1,2,29,-1,0,0,0,0,0,454.944,1076.832,1060.288,1106.272,1152.096,1197.312,640,576,640,640,640.224,640.224,0
18678,6400,2,2,1,29,0,0,0,0,0,0,2502.432,2588.64,2646.144,2761.76,2846.752,2960.416,128,128,160,160,160,160,0
18679,3520,2,1,2,29,-2,-2,-2,-2,-2,-2,236.704,-0.576,-0.576,-0.576,-0.576,-0.576,64,0,0,0,0,0,0
18680,7360,2,1,1,30,1,2,2,2,0,0,197.376,190.432,278.336,268.736,348.736,233.568,0,96,0,80,0,359.552,0
18681,2560,2,2,1,30,-1,-1,-1,-2,-1,-1,1182.976,12.48,0,0,630.016,185.6,12.48,0,0,630.016,185.6,0,0
18682,640,2,1,2,27,-1,-1,-2,-2,-2,-2,151.488,0,0,0,0,0,0,0,0,0,0,101.984,1
18683,3840,2,2,2,27,0,0,0,0,0,0,487.488,263.904,307.968,644.128,332.416,426.112,36.384,48.448,34.208,8.896,96,0,1
18684,6400,2,1,2,27,1,-2,-2,-2,-1,0,0,0,0,0,96.384,96.672,0,0,0,96.384,0.288,11.616,0
18685,2240,2,2,1,28,0,0,0,2,0,0,512.96,496.064,404.384,358.528,351.456,380.832,48,96,0,64,64,0,0
18686,7360,2,2,2,28,0,0,0,0,0,0,1057.824,1078.336,1172.864,1229.472,1198.688,1752.896,48,152.544,96,98.944,557.152,160,0
18687,1920,2,3,1,28,1,2,2,0,0,0,1942.976,1945.312,1483.04,1421.6,569.12,569.472,72.256,0,50.336,25.6,25.6,25.6,0
18688,1920,2,2,2,28,2,2,2,2,2,2,1546.304,1650.784,1685.248,1697.888,1646.976,1744.352,150.144,80,64,0,128.608,0,0
18689,11520,2,2,1,28,-2,2,0,-1,-1,-1,296.896,198.336,164.928,78.496,18.24,0,198.816,32.8,78.88,18.304,0,0,1
18690,3200,2,2,2,25,0,0,0,0,0,0,2005.28,2038.208,2085.408,2128.032,2138.176,2218.72,73.6,80,80,80,112,83.264,0
18691,7680,2,1,2,25,1,-1,-1,-1,-1,-2,0,18.784,0,77.344,0,0,18.784,0,77.344,0,0,244.544,0
18692,4160,2,1,2,25,2,2,-2,-2,-2,-2,63.68,0,0,0,0,0,0,0,0,0,0,0,0
18694,1600,2,1,2,25,0,0,0,0,0,2,1184.448,1156.096,1162.144,1196.832,1189.664,1198.272,60.8,64,64,64,32,48,0
18695,4800,2,1,1,26,2,2,2,2,2,0,2230.912,2308.992,2256.224,1891.936,1260.352,657.952,166.752,3.552,75.872,0,22.464,10.912,1
18697,6400,2,1,2,28,-1,-1,-1,-1,-1,-1,580.288,589.12,38.816,291.04,588.576,19.584,589.12,41.504,291.616,588.576,19.584,1755.392,0
18698,10240,2,1,2,28,-2,-2,-2,-2,-2,-2,140.544,373.888,36.064,62.176,425.984,-0.16,374.4,36.32,62.464,428,0.16,0,0
18699,5120,2,2,2,27,1,-2,-2,-2,-2,-2,0,0,0,31.36,0,0,0,0,31.36,0,0,0,0
18700,6720,2,1,2,26,0,0,0,0,0,0,5969.408,6027.712,5558.208,5231.392,4102.912,3625.344,259.264,249.536,391.872,168.576,160,320,0
18701,2240,2,1,2,25,0,0,2,2,2,0,1184.544,1279.36,1250.016,1330.944,1251.232,1289.92,124.8,0,112,0,64,58.016,1
18702,8000,2,2,2,25,0,0,0,0,0,3,826.336,835.648,878.272,907.872,150.88,139.456,48,50.4,48,32,0,0,0
18703,4160,2,1,2,27,0,0,0,-1,0,0,1881.952,1426.304,331.136,3350.336,2824.032,2886.048,48,88.096,3523.008,96.064,102.4,99.2,0
18704,960,2,1,2,27,0,0,2,2,2,2,337.984,411.936,459.872,442.976,499.552,487.072,80,64,0,64,0,32,0
18705,6720,2,1,2,27,0,0,0,0,0,0,5153.76,5014.784,5026.784,5693.888,4377.824,4455.36,192,224,256,210.368,176,176,0
18706,5440,2,2,2,27,2,0,0,0,0,0,5554.464,5487.36,5497.408,5332.384,5408.672,5264.992,208,227.2,195.2,192,179.2,246.4,1
18707,3200,2,3,1,28,2,2,0,0,2,2,988.288,952.64,975.52,1037.888,1042.944,1059.264,0,58.4,99.2,41.6,48,56.672,0
18708,1600,2,2,1,28,1,2,0,0,0,0,1326.976,1296.224,1326.848,1130.688,860,746.816,0,63.04,58.464,33.408,31.776,63.968,0
18709,4160,2,1,2,27,0,0,0,-2,-2,-2,1598.848,1600,0,0,0,0,32,0,0,0,0,0,0
18710,960,2,2,2,26,0,0,0,0,0,0,867.52,878.72,950.72,942.464,355.968,0,46.56,115.936,64,33.216,0,0,1
18711,4160,2,2,2,30,0,0,0,2,0,0,4743.488,4618.56,4705.12,4369.344,4402.752,4518.112,166.4,374.4,0,320,400,0,0
18712,2240,2,1,2,26,0,0,0,0,0,0,1479.104,1524.8,1563.744,1529.856,1376.704,1410.464,80,73.6,73.6,64,60.8,96,0
18713,6720,2,1,2,26,0,0,0,0,0,0,743.84,271.584,574.4,605.28,619.488,691.328,111.584,320,64,32,96,32,0
18714,5440,2,1,2,25,0,0,0,0,0,0,2250.432,2301.408,2187.392,2199.168,2204.448,2230.784,99.2,116.032,80,78.4,86.176,83.264,0
18715,13440,2,1,2,28,0,0,-1,0,0,0,252.16,147.936,2064.416,2098.944,1838.016,992.928,32.32,2064.416,77.44,47.136,33.984,32.704,0
18716,2560,2,2,1,26,0,0,0,0,0,0,1375.104,1414.72,1357.376,1389.12,1429.888,1465.856,64,67.2,64,64,64,64,0
18717,4800,2,2,2,26,-2,-2,-2,-2,-2,-2,1204.352,878.336,956.48,12.48,8.224,342.4,883.296,956.48,700.48,8.224,346.656,6.784,0
18718,6400,2,1,2,26,-1,0,0,0,0,0,2352.256,2345.696,2293.568,406.432,283.36,292.256,99.2,81.536,65.6,96.192,64,4.384,0
18719,2240,2,2,2,26,2,2,0,0,2,2,1345.696,1314.784,1358.24,1440.64,1408.192,1500.96,0,64.224,114.624,0,115.232,0,1
18720,2880,2,2,2,26,2,2,2,0,0,0,2803.392,2925.76,2838.56,2100.224,1581.792,1627.648,226.016,0.224,65.728,57.6,91.648,102.304,1
18721,4160,2,2,1,27,2,2,0,0,2,0,1921.024,1757.472,1761.76,1753.728,1678.048,1683.488,0,64,219.008,0,66.272,67.68,0
18722,11520,2,2,2,28,-1,-1,-1,0,0,-2,396.576,109.888,2553.44,1573.12,91.104,-0.416,110.24,2572.832,1026.656,93.024,0.416,649.696,0
18723,8320,2,2,2,28,0,0,0,0,0,0,5795.872,5372,5501.216,5423.84,5374.208,5340.192,224.416,321.632,320.832,225.248,257.824,326.816,0
18724,5120,2,2,2,28,0,0,0,0,-1,0,378.624,3217.344,2819.776,2081.024,18.752,2568.64,3200,320,215.968,18.752,2560,960,0
18725,640,2,2,1,28,-1,-1,0,0,0,0,45.568,323.008,480.576,511.712,590.144,602.464,323.008,320,49.568,96,25.28,32,0
18726,4480,2,3,1,28,2,2,2,2,2,2,3072.256,3136.544,3198.752,3235.936,3116,3297.408,144,140.8,118.4,0,249.6,0,1
18727,6400,2,2,2,29,-1,-1,-1,-1,-2,-2,297.056,0,24.96,71.04,0,0,0,24.96,71.04,0,0,284.576,0
18728,6400,2,2,1,29,0,0,0,0,0,-1,1476.448,1917.536,1439.168,987.008,506.656,506.656,960,41.6,64,32,522.624,506.656,0
18729,3840,2,2,2,28,0,0,0,0,0,0,3844.928,3925.568,3940.96,3848.544,3887.072,3796.992,192.32,195.456,186.592,150.4,143.552,155.872,0
18730,6720,2,2,2,29,0,0,0,0,0,0,1668.576,1701.824,1738.592,1786.464,1833.44,1874.272,80,83.2,96,96,70.4,73.6,0
18731,1600,2,2,1,23,0,0,0,0,0,0,1202.752,1243.712,615.68,648.192,669.376,706.592,64,42.304,42.816,32,48,32,1
18732,2560,2,1,2,23,1,2,2,0,0,0,2574.624,2652.32,2575.84,2496.864,961.664,971.936,139.2,0,75.2,33.536,34.464,36.928,1
18733,1920,2,2,2,23,-1,0,0,0,0,0,1800,1759.072,1762.528,1776.8,1812.288,1825.664,64,67.2,64,64,67.2,65.6,0
18734,1600,2,2,1,24,0,0,0,0,0,-2,1413.088,1340.928,1477.568,1301.6,0,0,160,160,64,0,0,0,0
18735,1600,2,2,2,25,0,0,0,2,2,2,848.288,880.672,960.032,933.984,994.048,975.584,56.224,103.584,0,73.6,0,35.2,0
18736,2240,2,1,2,25,1,2,2,2,2,2,1719.744,1672.992,1791.392,1743.488,1890.56,1891.072,0,145.44,0,176,66.88,0,0
18737,2560,2,2,2,25,1,2,0,0,0,0,1603.84,1568.416,1601.632,1635.936,1669.6,1706.784,0,58.496,60.8,60.8,64,137.6,1
18738,1600,2,2,1,25,0,0,0,-1,-1,-1,306.784,210.656,103.776,54.112,-60.448,87.04,38.4,32,54.4,0,181.728,51.2,1
18739,960,2,1,2,25,-1,2,-1,0,0,0,169.12,129.696,44.96,123.008,109.664,13.344,0,44.96,109.664,0,0,31.488,1
18740,9600,2,1,2,26,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
18741,7680,2,2,2,26,-1,-1,-1,-1,-1,-2,74.72,74.72,0,149.44,0,0,74.72,0,149.44,0,0,0,0
18743,960,2,1,2,27,0,0,0,0,0,0,817.664,836.32,877.024,928.064,857.792,830.336,57.6,64,80,48,32,64,0
18744,2240,2,2,1,29,0,0,0,0,0,-2,368.064,352.288,447.904,218.624,0,0,64,129.184,64,0,0,0,0
18745,7040,2,2,2,29,0,0,0,0,0,0,6955.04,3216.032,2381.76,2063.52,787.488,749.408,128.96,128,143.744,32,32,0,0
18746,7360,2,2,2,29,0,0,0,0,0,0,1072.352,1116.544,1021.344,1067.552,1089.792,1035.296,64,51.2,64,48,48,64,0
18747,640,2,2,1,29,0,0,0,0,0,0,446.656,480.512,514.208,536.832,547.776,634.72,51.2,51.2,40.896,19.84,96,28.8,0
18748,4160,2,2,2,25,1,2,2,2,2,0,366.272,401.984,386.4,507.008,489.44,540.32,51.2,0,137.6,0,64,64,0
18749,1920,2,2,2,26,2,2,2,2,2,2,1934.56,1965.344,1948.992,1463.488,1300.128,1316.384,102.4,76.8,0.384,102.4,51.808,0,1
18750,6400,2,2,2,26,0,0,0,0,0,0,727.584,389.408,458.496,519.104,317.28,359.232,96,192,96,64.096,99.232,16.96,0
18751,9920,2,2,2,26,0,0,0,0,0,0,370.112,305.024,341.984,408.128,515.36,602.336,96.32,160.064,128.256,160,160,29.184,0
18752,7680,2,2,2,26,0,0,0,0,0,0,6733.984,6799.552,6583.296,6568.8,6145.888,6259.84,288.512,320,288,211.2,227.2,240,0
18753,6400,2,1,2,26,-1,-1,-1,-2,-2,-1,74.176,233.536,0,0,0,31.36,239.296,0,0,0,31.36,0,0
18754,14080,2,2,2,27,0,0,0,0,0,0,6304.608,5834.752,5843.744,5312.992,4741.024,4545.088,193.28,401.216,161.504,336.704,194.624,320.576,0
18755,5760,2,2,2,27,0,0,0,0,-1,-1,543.872,289.568,311.808,285.024,17.824,0,39.968,36.608,61.024,17.824,0,0,0
18756,9600,2,1,2,29,-2,-1,-1,0,0,0,811.84,578.496,679.84,1175.584,1186.272,797.76,680,736.16,1120.384,800,768,768,0
18757,5120,2,2,2,30,0,0,2,-1,0,0,555.424,151.904,144,1038.976,719.52,3835.296,72,0,1038.976,64,3342.88,147.264,0
18758,5120,2,1,2,30,1,2,2,2,2,0,4840.64,4904.832,4969.632,4964.864,4627.264,4742.368,192,194.72,401.088,0,192,192,0
18759,7360,2,2,2,30,-1,2,-1,0,0,-2,59.36,5.984,200.128,529.568,204.544,58.496,0,200.64,450.72,204.672,0.288,197.504,0
18760,5120,2,1,1,30,2,0,0,0,0,2,2377.152,2404.832,2475.072,2525.472,2665.696,2619.264,86.4,108.8,110.656,201.6,0,102.4,1
18761,6400,2,1,2,28,-1,-1,2,-1,-1,-1,1241.056,2009.376,41.152,35.744,35.744,0,841.152,0,35.744,35.744,0,36.096,0
18762,7680,2,2,2,29,0,0,0,0,0,0,2127.136,1481.472,1176.032,1140,1059.648,1135.136,256,64.064,51.2,64,96,320,0
18763,13440,2,1,2,29,0,0,0,-2,-2,-2,1692.736,518.4,0,0,0,0,96,0,0,0,0,2699.616,0
18764,6720,2,1,2,30,-1,-1,-1,-1,-1,0,12.48,12.48,12.48,12.48,31.36,18.88,12.48,12.48,12.48,31.36,0,41.216,0
18765,7040,2,1,2,28,0,0,0,0,0,0,5030.88,5152.192,5287.104,5380.64,5413.184,5505.312,208.064,259.2,262.4,192,198.4,198.4,0
18766,6400,2,1,1,28,-1,-1,-1,-1,-1,-1,60.096,18.432,136.032,43.456,9.6,0,18.432,136.032,43.456,9.6,285.088,181.44,0
18767,7360,2,2,2,28,1,-2,-1,2,-1,-1,0,0,7.456,7.456,0.64,0,0,7.456,0,0.64,0,0,0
18768,8000,2,1,2,28,0,0,0,-1,-1,-2,119.392,150.24,243.328,93.408,0,0,32,96,96,0,0,0,0
18769,2560,2,2,1,28,0,0,0,0,0,-2,1881.088,1766.688,1812.032,1804.384,511.36,36.288,63.04,73.6,43.264,22.4,36.288,1.536,0
18770,2560,2,2,1,26,0,0,0,0,-1,0,837.056,865.312,889.504,190.656,362.912,168.288,51.936,188.128,32,363.52,15.552,15.296,0
18771,1600,2,3,1,26,-1,2,0,0,0,0,194.048,173.824,194.88,212.032,208.416,195.104,0,36.352,33.984,10.848,5.984,11.648,1
18772,640,2,2,2,26,-1,-1,-1,-1,-1,-2,24.544,12.032,31.584,35.808,-7.104,-7.104,12.032,31.584,38.4,0,0,0,1
18773,1920,2,2,1,27,0,0,0,0,0,0,1756.8,1790.336,1766.016,1790.72,1810.048,1838.848,63.072,64,64.096,64.096,66.24,68.48,1
18774,1600,2,2,2,27,2,2,2,2,0,0,621.12,706.72,749.92,728.48,735.68,747.808,96,64,0,28.8,28.8,32.192,1
18775,9920,2,1,2,28,0,0,0,0,0,0,262.176,1376.384,1176.96,1003.904,553.856,1150.176,1376.096,67.424,39.872,11.072,960,1696,0
18776,4480,2,1,2,29,0,0,0,0,0,0,1887.072,600.704,651.328,749.088,846.08,912.224,225.984,75.328,109.088,110.08,80.224,146.304,0
18777,7040,2,1,2,27,0,0,0,0,0,0,2144.896,1041.472,954.048,1007.616,271.84,325.44,170.624,160,327.616,160,160,64,0
18778,4160,2,2,2,27,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
18779,9600,2,1,2,29,-1,-1,-1,-1,-1,-2,110.016,0.896,10.944,800.704,0,0,0.896,10.944,802.592,0,0,0,0
18780,4480,2,3,2,28,-1,-1,-1,-1,0,-1,25.6,253.984,317.44,226.496,125.952,49.76,253.984,324.224,226.688,0.128,49.76,0,0
18781,12800,2,1,2,29,-1,-1,-2,-2,-2,-2,37.056,3.04,0,0,0,0,3.04,0,0,0,0,0,0
18782,6400,2,1,1,30,1,2,2,2,-1,-1,1228.736,662.176,893.824,402.72,1440.992,634.752,0,480.48,0,1440.992,640,1440.32,0
18783,4800,2,1,2,29,-1,-1,-2,-1,-1,-1,105.76,0,0,41.536,11.488,195.2,0,0,41.536,11.488,195.2,0,0
18784,13440,2,1,2,27,0,0,0,0,0,0,1323.328,1463.136,1059.968,1023.584,758.496,728.832,224.128,288,224,160,160,333.856,0
18785,7360,2,2,2,26,-1,-1,0,0,0,-1,595.584,2896.736,2778.016,1142.24,177.76,485.28,2896.736,320,165.44,160,485.28,287.392,0
18786,6720,2,1,2,27,0,0,0,0,0,0,517.952,541.248,585.216,617.632,620.256,638.08,41.6,52.8,51.84,22.4,27.84,28.16,0
18787,3840,2,1,2,27,-1,-1,-1,-1,-1,-1,711.2,35.776,15.68,45.856,0,35.072,35.776,15.68,45.856,0,35.072,0,0
18788,1600,2,1,2,28,0,0,0,0,0,0,1181.344,1219.136,1174.4,1194.208,1204.256,1289.824,67.2,64,54.4,41.824,108.8,48,0
18789,6400,2,2,2,28,0,0,0,0,0,0,1899.936,1761.28,1741.248,1712.128,1717.44,1457.248,192.064,96.256,64.192,65.44,43.072,38.272,0
18790,5760,2,2,2,28,0,0,0,-1,-1,-2,278.048,216,316.576,86.08,0,0,96,126.976,86.08,0,0,172.8,0
18791,960,2,2,1,28,0,0,0,0,0,0,811.008,851.648,892.096,931.296,941.632,957.024,64,64,64,35.2,34.816,35.968,0
18792,3520,2,2,2,29,2,0,0,0,0,0,3628.608,3460.544,3498.4,3560.448,1801.952,1864.672,170.048,140.736,134.272,59.424,264.672,62.336,1
18793,1600,2,2,1,29,0,0,0,0,0,0,2650.976,2729.76,2756.864,1800,1843.296,618.752,128,128,72.224,64,64,22.4,0
18794,3840,2,2,2,29,1,2,0,0,0,0,3326.208,3111.936,3177.056,3261.92,3288.128,3389.568,0,144,166.4,128,160,230.4,0
18795,7360,2,1,2,29,0,0,0,0,0,0,1087.616,1049.696,1029.312,2552.96,1884.352,1353.44,80,96.224,1656.96,64.8,49.92,23.904,0
18796,2560,2,2,1,29,-2,-2,-1,2,2,-2,89.632,0,678.304,652.8,640,640,0,678.304,0,0,0,0,1
18797,10240,2,2,2,29,-2,-2,-2,-2,-2,-2,76.512,49.6,25.664,9.664,19.328,19.328,49.952,28.992,9.664,19.328,9.664,26.4,0
18798,1600,2,3,1,29,0,0,0,0,0,0,1484,1519.328,1568.064,1261.504,491.168,482.496,60.032,76.768,58.208,15.104,15.264,15.104,0
18799,3520,2,2,1,29,0,0,0,0,0,0,3333.216,2950.368,2747.776,2374.336,2233.056,2116.224,108.8,118.592,96.288,76.8,73.6,80,0
18800,4800,2,1,2,25,1,-2,-1,2,-1,-1,0,0,10.56,10.56,31.68,0,0,10.56,0,31.68,0,0,0
18801,960,2,1,2,26,-1,-1,-1,-1,-1,-1,66.848,24.96,36.864,24.96,85.696,39.2,24.96,36.864,24.96,85.696,49.408,50.816,0
18802,2560,2,2,2,26,0,0,0,0,0,0,1127.04,1222.88,1235.136,1297.92,1310.976,1354.272,128,172.48,96,46.496,64,53.664,0
18803,4800,2,2,2,26,0,0,0,0,0,0,2670.272,2402.144,2061.824,1755.136,1475.136,1515.264,112,96,64,64,64,64,0
18804,8640,2,1,2,26,0,0,0,0,0,0,4295.52,1999.456,1988.288,1977.504,1833.984,1842.624,192,80,96,239.2,96,80,0
18805,5120,2,1,2,26,0,0,0,0,0,0,3782.528,3894.24,4023.168,4133.024,4178.144,4616.512,192,160.96,192,128,480,160,0
18806,4800,2,1,2,29,0,0,-1,-1,-1,0,119.584,138.624,10.624,0,10.624,10.624,32,10.624,0,21.248,0,63.744,0
18807,5440,2,3,2,31,1,-2,-2,-2,-1,-1,0,0,0,0,4.8,5.344,0,0,0,4.8,5.344,82.496,0
18808,2240,2,2,1,31,0,0,0,0,0,0,2313.152,2291.264,2318.624,2273.856,949.504,922.752,83.2,112,96,32,48,15.296,0
18809,6720,2,1,2,31,0,0,0,0,0,0,350.976,399.36,541.408,376.8,424.8,796.832,64,192.512,32,48,416,16,0
18810,1600,2,1,2,30,0,0,0,0,0,0,998.56,756.672,781.376,830.016,866.144,902.176,64,64,64,48,48,48,0
18811,2240,2,1,2,27,-1,2,-1,-1,-1,-1,219.232,87.04,156.32,380.448,0,136.96,0,156.32,380.448,0,136.96,659.2,0
18812,5760,2,1,2,28,1,-1,-1,-1,-1,-1,0,20.864,0,10.432,64.16,15.168,20.864,0,10.432,64.16,15.168,10.432,0
18813,8320,2,2,2,27,-1,-1,-1,-1,-1,-1,6.656,6.656,6.656,6.656,6.656,6.656,6.656,6.656,6.656,6.656,6.656,6.656,1
18814,1600,2,2,1,27,0,0,0,0,0,0,1460.224,1368,1272.832,1061.248,1112.992,967.392,58.784,80,44.48,64.224,64,64,0
18815,4480,2,1,2,27,0,0,0,0,0,0,4544.864,4593.152,4539.168,4207.712,3019.584,2747.616,224,170.912,128,112,96,416,0
18816,3200,2,2,1,30,0,0,0,0,0,2,3230.816,3189.728,3232.736,2992.448,2539.552,2475.936,118.4,118.4,132.736,192,0,96,1
18817,13440,2,2,2,29,0,0,0,0,-1,0,2631.52,2168.224,1712.768,-266.176,3097.44,2608.736,96,96,5.824,3936,87.68,70.4,0
18818,9600,2,2,2,30,1,-1,0,0,0,0,62.176,3376.288,3135.328,3019.168,2822.816,2519.872,3424,160.192,144,96,96,96,0
18819,960,2,2,2,25,0,0,0,0,0,0,911.808,900.448,879.36,862.72,870.88,895.264,56,57.728,57.6,32,38.4,48,1
18821,5760,2,2,1,26,0,0,0,0,-1,-1,5824.832,3570.016,2501.408,0,75.328,302.272,144,321.792,6.4,75.328,302.272,0,0
18822,10560,2,1,2,26,2,0,0,0,0,0,5756.384,5835.712,5644.672,5489.696,5192.032,4669.792,169.248,175.872,151.072,132.224,125.312,113.6,1
18823,11520,2,2,2,26,-1,-1,-1,-1,-2,-2,62.976,14.688,80,0,0,0,14.816,80,0,0,0,0,0
18824,6720,2,2,2,27,-2,-1,0,0,0,0,17.344,715.712,762.112,777.696,535.744,101.984,715.712,58.112,41.696,0,0,0,1
18825,2880,2,1,2,27,0,0,0,0,0,0,2682.88,2595.552,2658.592,1926.72,1959.072,2004.352,102.4,112,96,83.2,83.2,96,0
18826,8000,2,2,1,28,2,0,0,0,2,0,903.84,942.976,1007.616,1089.92,1062.816,1109.44,64,80,99.2,0,64,256,1
18827,2560,2,3,2,24,1,2,2,3,2,2,387.136,371.424,474.048,453.216,440.64,490.336,0,109.184,0,0,57.92,0.736,0
18828,9280,2,1,2,27,0,0,0,0,0,0,3511.872,3531.488,3467.872,3284.096,3200,2951.616,128,160,193.248,128,128,128,0
18829,8960,2,1,2,29,0,0,0,0,0,0,4777.984,4874.336,4978.176,5080.8,5185.12,5296.704,176,182.4,185.6,188.8,195.2,195.2,0
18830,10880,2,1,1,29,-1,0,0,0,0,0,377.792,433.12,601.088,834.208,640.224,507.424,320,192,736,12.8,187.424,208,0
18831,3840,2,1,2,29,0,0,0,0,0,0,3572,3535.616,3439.616,3104.672,2761.056,2795.04,128.384,128,160,96,105.6,96.32,0
18832,3520,2,3,2,31,0,0,-1,-1,-1,-1,129.952,86.56,79.584,80,80,0,38.56,79.584,86.4,80,0,0,0
18833,960,2,2,2,22,0,0,0,0,0,0,654.048,693.248,607.008,746.144,566.048,640.416,51.04,64,160,0,172.8,9.6,0
18834,2240,2,2,2,24,0,0,0,0,0,0,1094.432,1593.6,838.208,878.528,901.088,824.8,57.6,64,64,48,48,0,0
18835,640,2,3,1,24,-1,-1,-2,-1,-1,-2,159.456,-2.368,-2.368,23.968,0,0,0,0,26.336,0,0,16.608,0
18836,2560,2,2,2,25,0,0,0,0,0,0,1443.488,1430.144,1417.856,1400.224,1370.56,1409.216,67.2,67.2,62.528,48,106.368,0,0
18837,3840,2,2,1,25,2,0,0,2,0,0,559.616,608.064,665.76,584.672,580.096,524.96,96,96,0,30.752,64,65.792,1
18838,16000,2,1,2,26,0,0,0,0,0,0,1044.384,1147.616,1211.52,1362.304,1510.4,1914.976,510.176,892.096,722.304,550.4,634.976,3092.224,0
18839,10240,2,2,2,27,0,0,2,0,0,0,5764.384,6163.872,5708.48,5771.072,5722.624,5851.52,547.2,0,256,224,224,192,0
18840,4800,2,1,2,27,-1,-1,-1,-1,-2,-1,11.072,678.112,42.848,0,0,280.864,684.128,42.848,0,0,280.864,303.84,0
18841,6080,2,2,2,27,2,2,2,2,0,0,124.864,149.952,174.688,198.848,227.328,287.136,32,32,32,32,64,64,1
18842,4160,2,2,1,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
18843,2240,2,2,1,34,0,0,0,0,0,0,1615.616,1504.576,1499.872,1338.272,1323.008,1324.032,70.4,64.48,64,48,54.4,64,0
18844,11200,2,1,2,30,-2,-2,-2,-2,-2,-2,27.392,5.984,12,5.984,7.744,5.888,5.984,12.032,5.984,7.776,5.888,26.496,0
18845,6720,2,1,2,27,0,0,0,0,0,0,589.76,633.888,687.424,739.776,749.984,796.8,64,64,64,32,64,64,1
18846,3840,2,2,1,27,0,0,0,0,0,2,2735.744,2674.144,2504.832,2527.072,2589.024,2535.008,112,138.432,96,288,0,96,1
18847,4160,2,2,1,28,0,0,0,0,0,0,3966.176,4059.424,4086.592,3902.048,2608.192,2663.488,208,211.2,192,99.2,102.4,105.6,0
18848,5440,2,2,2,27,0,0,0,0,0,0,1402.848,1456.064,1502.944,1563.904,1633.568,2592.576,76.8,70.4,96,96,992.576,96,0
18849,3200,2,3,1,30,1,-2,-2,-2,-2,-2,-19.264,-19.264,-19.264,-19.264,-19.264,-19.264,0,0,0,0,0,0,0
18850,6400,2,1,2,28,0,0,0,0,0,0,4493.024,4574.88,6047.68,6039.744,5992.544,6087.968,256.992,1760.48,170.464,176.16,176.8,193.248,0
18851,8640,2,1,2,28,-1,-1,-1,-1,0,-1,485.344,26.912,314.944,253.792,109.184,33.12,27.04,316.672,255.264,0.544,33.28,59.136,0
